Format,Title,Artist,Release Year,Genre(s),Country,RIYL,Location (Shelf),Album Cover URL,Fill In?
Record,Don't Ask Don't Tell,Come,2021,"Blues Rock, Indie Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/91/b0/0a/91b00a2a-19c1-616e-95d3-0f9292242199/809236162502_cover.jpg/600x600bb.jpg,Been Filled
Record,Steady On,Shawn Calvin,2001,"Gangsta, G-Funk",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/5d/42/28/mzi.avgjrudy.jpg/600x600bb.jpg,Been Filled
Record,Virgins and Philistines,Colour Field,1985,Pop Rock,UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/a4/46/1a/a4461a80-5a0e-5d23-4db9-8f4728297ab8/5054526675421.png/600x600bb.jpg,Been Filled
Record,Vivid Colors,The Colors,1985,"Punk, Garage Rock",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/84/9b/06/849b0686-ef5f-dadf-3bee-f80f9a9f61da/cover.jpg/600x600bb.jpg,Been Filled
Record,Malos Colores,The Colors,1987,Punk,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/1d/35/21/1d352129-b0a3-4a02-5cb4-e7836e9c00ea/840054901287.png/600x600bb.jpg,Been Filled
Record,Deception,The Colourfield,1987,Synth-pop,UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/7f/b0/64/7fb064a3-150a-4ab3-c9be-94155a7c306c/5054526675414.png/600x600bb.jpg,Been Filled
Record,Wardance,Colosseum II,1977,"Jazz-Rock, Fusion, Prog Rock",Germany,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/16/91/60/169160fa-4eb9-9c56-ac57-f7bd815f995d/00602527711386.rgb.jpg/600x600bb.jpg,Been Filled
Record,Home Again,Judy Collins,1984,Soft Rock,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/62/a4/72/mzi.pmsvabbh.jpg/600x600bb.jpg,Been Filled
Record,Go to the Hack,Cosmic Psychos,1989,"Grunge, Punk",Australia,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/61/6c/f2/616cf2a5-3fc5-c98a-1801-fe38560540f3/655035029825.jpg/600x600bb.jpg,Been Filled
Record,Saint Julian,Julian Cope,1987,"Alternative Rock, Pop Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/47/ea/c2/47eac29c-9835-0c6d-1146-c8794c46d7b2/00602537639243.rgb.jpg/600x600bb.jpg,Been Filled
Record,Sunshine Playroom,Julian Cope,1983,"Pop Rock, Psychedelic Rock",UK,,A5,https://lastfm.freetls.fastly.net/i/u/300x300/c80ac9a628964a0181cf89cada24a31b.jpg,Been Filled
Record,Fried,Julian Cope,1984,"New Wave, Alternative Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/a8/7e/a5/a87ea5ae-4986-5589-836a-5ca7b615ed1d/00731453237025.rgb.jpg/600x600bb.jpg,Been Filled
Record,World Shut Your Mouth,Julian Cope,1986,Indie Rock,UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/86/a7/bb/86a7bb33-0557-db33-93f1-cf7eae524763/00042281836527.rgb.jpg/600x600bb.jpg,Been Filled
Record,My Nation Underground,Julian Cope,1988,"Art Rock, Alternative Rock, Pop Rock, Indie Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/e8/1a/83/e81a83ac-f97c-b90e-f69c-4ae56eff7135/00042284265621.rgb.jpg/600x600bb.jpg,Been Filled
Record,Julian Cope,Julian Cope,1987,"Alternative Rock, Pop Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/e8/1a/83/e81a83ac-f97c-b90e-f69c-4ae56eff7135/00042284265621.rgb.jpg/600x600bb.jpg,Been Filled
Record,The Lady's not for sale,Rita Coolidge,1973,"Country, Folk Rock, Ballad, Blues Rock",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/9c/73/53/9c735316-60e3-079e-22ce-6e4f38ccdaf0/00602577239854.rgb.jpg/600x600bb.jpg,Been Filled
Record,Rita Coolidge,Rita Coolidge,1971,"Blues Rock, Folk Rock, Country Rock",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/c3/9d/75/c39d755a-bff3-2e86-4b8e-02d05ba0e920/00602577239700.rgb.jpg/600x600bb.jpg,Been Filled
Record,Fall Into Spring,Rita Coolidge,1974,"Folk Rock, Country, Ballad, Country Rock",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/15/76/78/1576780a-9cf8-4b12-4256-76fc6ae138c5/00602577303159.rgb.jpg/600x600bb.jpg,Been Filled
Record,Doug Doug,The Coolies,1988,"Alternative Rock, Art Rock, Punk",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/a1/68/ed/a168edeb-1924-d1cf-9d8d-210fe74c7a39/859723806037_cover.jpg/600x600bb.jpg,Been Filled
Record,Ry Cooder,Ry Cooder,1970,"Blues Rock, Acoustic",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/33/21/9e/mzi.fendnjuy.jpg/600x600bb.jpg,Been Filled
Record,Welcome to My Nightmare,Alice Cooper,1977,Classic Rock,UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/c7/b9/d1/c7b9d142-85db-6bae-97fa-471c5c8da2c6/075678154263.jpg/600x600bb.jpg,Been Filled
Record,Bop till you Drop,Ry Cooper,2016,"Hard House, Hard Trance, House",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/90/6a/62/mzi.bzayelpn.jpg/600x600bb.jpg,Been Filled
Record,The Essential,Country Joe McDonald,1976,"Folk Rock, Acoustic",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/cf/ea/1e/cfea1eda-337a-098b-060d-7d55bad1ff57/mzm.wnowqorp.jpg/600x600bb.jpg,Been Filled
Record,Love is a Fire,Country Joe McDonald,1976,Folk Rock,US,,A5,https://i.discogs.com/B3RXC3jK2bvdjnM3Hl2vZ6NoZjA5IbXaCmkxDBCu7jQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwMzg3/MTUtMTM4MTQ0NDQy/NC01NzYzLmpwZWc.jpeg,Been Filled
Record,Dig..?,The Coolies,1986,"Garage Rock, Punk, Parody",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/1a/6c/0f/1a6c0f8b-0156-3428-93af-fae481fac7d9/dj.jmgcmbga.jpg/600x600bb.jpg,Been Filled
Record,Sense of Direction,Climax Blues Band,1974,Blues Rock,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/5d/0e/74/mzi.xhyycsdu.jpg/600x600bb.jpg,Been Filled
Record,The Crack,Cosmetics,1982,"Leftfield, New Wave",US,,A5,https://lastfm.freetls.fastly.net/i/u/300x300/9f894a581d5f5e800ee3c2183c6df02a.png,Been Filled
Record,Ratcity in Blue,Good Rats,1975,Hard Rock,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/c5/03/20/c50320e4-7bb4-93ab-20d9-1fcfbeecc8f4/798437071426.jpg/600x600bb.jpg,Been Filled
Record,Slow Motion Apocalypse,Grotus,1993,"Alternative Rock, Experimental, Industrial",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/bd/9f/86/bd9f869c-7a34-abaa-df4d-673e3e184fd2/mzi.tlvjegbn.jpg/600x600bb.jpg,Been Filled
Record,Release,Henry Grass,1986,Bluegrass,US,,A5,https://i.discogs.com/vYkv9uXzZlNK2G4z3Z5jxhCxXNKbZSe7RETs3x2T3T0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4MjM0/MTYtMTQ1NjgwNTk5/MC01MDk5LmpwZWc.jpeg,Been Filled
Record,Hate Us and We'll Love You to Death,Groove Farm,1989,Indie Rock,UK,,A5,https://i.discogs.com/VDuEjPgKQh-Kj0HVCs7DesTvXEbEM1-ARGFvVDYHYP4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMTQx/NDQtMTI3Nzg5NDM3/MS5qcGVn.jpeg,Been Filled
Record,The Best of Grin,Grin,1976,"Blues Rock, Classic Rock",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/d3/e5/e4/mzi.bvlschpv.tif/600x600bb.jpg,Been Filled
Record,Crappin' You Negative,Grifters,1994,Indie Rock,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/5c/43/28/5c432828-13ff-2c18-09c5-eb4f38166a82/886445929805.jpg/600x600bb.jpg,Been Filled
Record,One Sock Missing,Grifters,1993,"Lo-Fi, Indie Rock",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music30/v4/f1/a7/1c/f1a71cf8-17d1-8a8c-e0cd-dd0a7d45243d/886445929812.jpg/600x600bb.jpg,Been Filled
Record,Grin,Grin,1971,Pop Rock,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/9c/22/b1/9c22b12e-3bd8-e348-e39a-cf068faff287/886446216614.jpg/600x600bb.jpg,Been Filled
Record,All Out,Grin,2016,"Country Rock, Ballad, Classic Rock",Europe,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music22/v4/be/48/73/be4873bf-8734-708e-a011-2a9deb11559e/886446064840.jpg/600x600bb.jpg,Been Filled
Record,Barry Goldberg,Barry Goldberg,1974,"Folk Rock, Country Rock",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/9e/39/0c/9e390c9b-e22c-593a-2bd1-eb8fb99e69f4/Barry_Goldberg_Cover.jpg/600x600bb.jpg,Been Filled
Record,Bad Boy,Robert Gordon,1980,"Rock & Roll, Rockabilly",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/23/0c/aa/mzi.puxltpcs.jpg/600x600bb.jpg,Been Filled
Record,Rock Billy Boogie,Robert Gordon,1979,Rockabilly,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/72/5f/2b/725f2bd3-b3ea-5768-2462-103dad584f20/0035629067523.jpg/600x600bb.jpg,Been Filled
Record,2x4,Guadalcanal Diary,1987,"Alternative Rock, Indie Rock",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/21/3e/b0/mzi.blcfcyhr.jpg/600x600bb.jpg,Been Filled
Record,Walking in the shadow of the big man,Guadalcanal Diary,1985,"New Wave, Rock & Roll",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m07/d22/h02/mzi.nwlmdhjh.jpg/600x600bb.jpg,Been Filled
Record,Flip Flop,Guadalcanal Diary,1989,"Alternative Rock, Indie Rock",Europe,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/4a/73/bb/4a73bb81-c20a-3e96-8934-b861d94a3f0f/603497896509.jpg/600x600bb.jpg,Been Filled
Record,Red Queen to Gryphon Three,Red Gryphon,1974,"Folk Rock, Prog Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/25/a8/a7/25a8a7b8-3272-d373-dec4-92e0f69b9d10/4050538403459.jpg/600x600bb.jpg,Been Filled
Record,Blues Obituary,Groundhogs,1969,"Blues Rock, Prog Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/ac/0c/43/ac0c4397-73d9-ba30-cf9c-7d47702c1443/809236150646_cover.jpg/600x600bb.jpg,Been Filled
Record,Standin Hampton,Sammy Hagar,1981,Hard Rock,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/22/48/76/224876db-3b94-4e80-8473-6012bb2a2fa3/00720642200629.rgb.jpg/600x600bb.jpg,Been Filled
Record,The Rock 'n Roll Trio,Johnny Burnette,1956,Rockabilly,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/dd/77/35/dd773533-06a7-4566-bef4-2c43c24d08f6/603497925759.jpg/600x600bb.jpg,Been Filled
Record,Trap Door,T-Bone Burnett,1982,Rock,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music18/v4/ff/21/34/ff213468-3835-ce76-af6d-2836a1e17b3a/603497873296.jpg/600x600bb.jpg,Been Filled
Record,Revenge Fantasies of the Impotent,Alice Donut,1991,Alternative Rock,UK & Europe,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/6c/33/cc/mzi.fqglsfny.jpg/600x600bb.jpg,Been Filled
Record,The Auto Gift,Eat,1989,Indie Rock,UK,,A5,https://i.discogs.com/iW_3Y4f74dufhvdvtoYXAJgnGBqV97_ES5ZNJoiCvtA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NTUx/MjctMTY1MzE0NDgz/My05NjQ5LmpwZWc.jpeg,Been Filled
Record,Goodbye California,East River Pipe,1993,"Indie Rock, Indie Pop",UK,,A5,https://lastfm.freetls.fastly.net/i/u/300x300/f1aafda2706743109250f2f052fc0f85.jpg,Been Filled
Record,East of Eden,East of Eden,1971,"Jazz-Rock, Prog Rock, Folk Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/c4/c6/94/c4c694f8-52a3-47a9-d34c-ea1f5c5ceb92/00050087320720.rgb.jpg/600x600bb.jpg,Been Filled
Record,Easter,Easter,1978,"New Wave, Punk",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/97/ca/c6/97cac608-74e3-ccd9-93ce-9e518c851e79/886449112746.jpg/600x600bb.jpg,Been Filled
Record,Leveled,Earth Quake,1977,Rock,US,,A5,https://lastfm.freetls.fastly.net/i/u/300x300/ea61122d4b9442aaa6d5fc9fc04c0154.jpg,Been Filled
Record,Love Transfusion,Rockets,1977,"Rock & Roll, Blues Rock, Boogie Woogie",US,,A5,https://i.discogs.com/sA3hyGY-icMCp2Pyr7FJ652S6-pCLUbGEd7jibBEooA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUwODEx/NjQtMTQwNzYzMTc4/NC01MDExLmpwZWc.jpeg,Been Filled
Record,Birth Comes to Us All,Good Rats,1978,Hard Rock,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/a4/68/69/mzi.pmhdmvxc.jpg/600x600bb.jpg,Been Filled
Record,Say it in Private,Steve Goodman,1977,"Folk Rock, Country",US,,A5,https://lastfm.freetls.fastly.net/i/u/300x300/9d33c21e4045ff3dc66b8d6cf2eef6eb.jpg,Been Filled
Record,Somebody Else's Troubles,Steve Goodman,1972,"Folk, Country, Chicago Blues",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Features/6f/a1/41/dj.pmivdvrh.jpg/600x600bb.jpg,Been Filled
Record,Blast of Silence,Golden Palaminos,1986,"Alt-Country, Pop Rock",US,,A5,,Been Filled
Record,A Dead Horse,Golden Palaminos,1989,"Dream Pop, Folk Rock, Alternative Rock",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/07/d8/49/07d849ac-d792-30f1-3c50-7458030c6b97/cover.jpg/600x600bb.jpg,Been Filled
Record,Visions of Excess,Golden Palaminos,1986,"Alternative Rock, New Wave",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/fe/70/e9/fe70e94b-8a14-1589-829e-08209a0aff28/cover.jpg/600x600bb.jpg,Been Filled
Record,The Animal Speaks,Golden Palaminos,1986,"Alternative Rock, Industrial, Anarcho-Punk",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/8e/b3/74/8eb3745e-64eb-cefb-034e-01b0d890ed86/cover.jpg/600x600bb.jpg,Been Filled
Record,"No Promises, No Debts",Golden Earring,1979,"Pop Rock, Classic Rock",Netherlands,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music/7a/b8/db/mzi.lqwcuzuh.jpg/600x600bb.jpg,Been Filled
Record,Hogwash,Groundhogs,1972,"Blues Rock, Prog Rock, Space Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e8/ef/4e/e8ef4e81-f03e-4802-f0f2-974576583a89/4015306161627_cover.jpg/600x600bb.jpg,Been Filled
Record,Thank Christ for the Bomb,Groundhogs,1970,"Blues Rock, Prog Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/ee/b6/c1/eeb6c1a9-ded7-0776-2133-1a0acc249a43/809236150752_cover.jpg/600x600bb.jpg,Been Filled
Record,Black Diamond,Groundhogs,1976,"Electric Blues, Blues Rock, Hard Rock",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/87/fa/4e/87fa4e58-0ea5-fb9e-620f-e76735e1d449/4015306161559_cover.jpg/600x600bb.jpg,Been Filled
Record,Scratching the Surface,Groundhogs,1969,Blues Rock,US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/c2/7b/fb/c27bfb68-2e7b-5454-c212-ef3100b88a1b/4015306161658_cover.jpg/600x600bb.jpg,Been Filled
Record,Love's Easy Tears,Cocteau Twins,1986,"Ethereal, Post-Punk, Dream Pop, Indie Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a7/35/72/a7357248-f773-15b4-fd1d-05b7b7d23807/5014436610059.png/600x600bb.jpg,Been Filled
Record,Lullabies,Cocteau Twins,1982,"Post-Punk, Indie Rock",UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/eb/fe/5d/ebfe5d11-daa5-ffc3-a378-18908e5cdac4/5014436213052.png/600x600bb.jpg,Been Filled
Record,Echoes in a Shallow Bay,Cocteau Twins,1985,Ethereal,UK,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/16/48/24/164824d8-cda9-7746-b0e5-0bf47244cc7c/652637051148.png/600x600bb.jpg,Been Filled
Record,Carolyn's Fingers,Cocteau Twins,1988,"Downtempo, Ambient",US,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/ea/1a/e0/ea1ae0ab-7a1e-96eb-b2d0-e6878d81c94a/652637080780.png/600x600bb.jpg,Been Filled
Record,Rock n Roll Music,Country Joe McDonald,1978,"Rock & Roll, Rockabilly, Country, Western Swing, Pop Rock",Germany,,A5,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/32/fc/0e/32fc0e06-473b-0697-88e9-338876afb8d6/artwork.jpg/600x600bb.jpg,Been Filled
Record,Leisure Suite,Country Joe McDonald,1979,"Folk Rock, Country Rock",US,,A5,https://i.discogs.com/L1V7fJ6bHmGQcZuiJ1FVN5lJ0arh9G-Ky4yqUsKt4Uw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMyNTU5/MTUtMTU5ODE3OTMy/MS05MTY3LmpwZWc.jpeg,Been Filled
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Record,Other People's Rooms,Mark Almond Band,1981,"Jazz-Rock, Pop Rock",Germany,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/e0/a6/c2/e0a6c225-fb9f-7a55-547e-014cf52693f1/23UMGIM91720.rgb.jpg/600x600bb.jpg,
Record,Home in the Heart of the Beat,Beat Rodeo,1986,Pop Rock,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/f8/92/62/f892628e-bfd5-2437-c1f5-0ebbd366de09/00602577303098.rgb.jpg/600x600bb.jpg,
Record,Joy's Address,Float Up CP,1984,Experimental,UK,,"""B1""",https://lastfm.freetls.fastly.net/i/u/300x300/e8ca5adcf885fc7edde02e1a6ee8f9b0.jpg,
Record,Stephen Stills 2,Stephen Stills,1971,"Folk Rock, Country Rock, Classic Rock",US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m03/d14/h21/s06.hxdeqnpl.jpg/600x600bb.jpg,
Record,Gateway 2,John Abercrombie,1978,Post Bop,Germany,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/d5/68/14/d568140a-67ad-8ec0-3ec3-9d94fe104ab8/00042284732321.rgb.jpg/600x600bb.jpg,
Record,The Golden Scarab,Ray Manzarek,1974,"Blues Rock, Jazz-Rock",US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/d4/6a/3d/d46a3da3-2b1d-ec75-7ac4-be89d447f02a/21UMGIM17695.rgb.jpg/600x600bb.jpg,
Record,Perspective,Steve Grossman,1979,"Fusion, Jazz-Funk, Jazz-Rock",US,,"""B1""",https://lastfm.freetls.fastly.net/i/u/300x300/19bbe8765583e015c2867a655a7611d0.jpg,
Record,Crosscut Saw,Groundhogs,1976,"Blues Rock, Hard Rock",UK,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/8b/eb/b9/8bebb956-e1c5-fd30-dbb2-c00491018360/4015306161580_cover.jpg/600x600bb.jpg,
Record,Wanted Dead Or Alive,David Bromberg,1974,"Blues Rock, Folk Rock",US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music/02/bb/16/mzi.roebrter.jpg/600x600bb.jpg,
Record,Collection,David Grusin,1989,Smooth Jazz,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/2e/a9/8f/2ea98f98-cd8a-2e76-be85-9001494624a9/00011105957922.rgb.jpg/600x600bb.jpg,
Record,Son of a Gun,Carey and Lurrie Bell,1984,Chicago Blues,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/8b/08/ca/8b08ca6a-8e74-aa3a-f45a-e4cb4e8f05c9/192562467916.jpg/600x600bb.jpg,
Record,The David Grisman Quintet,The David Grisman Quintet,1977,Bluegrass,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/c2/72/cf/c272cfba-078a-37f6-0e20-6344a0a2186b/s06.sxaknxsa.jpg/600x600bb.jpg,
Record,Flags,PAtrick Moraz and Bill Bruford,1985,"Fusion, Contemporary Jazz, Prog Rock",US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music/v4/d8/95/bb/d895bb96-ea57-e654-40ff-9338bb62ed9b/05099968875152.jpg/600x600bb.jpg,
Record,Concord Jazz,Scott Hamilton,1978,"Post Bop, Swing, Cool Jazz",US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/64/d1/da/64d1dacc-3ad4-d44d-ebbe-8999a2a8ddb9/00013431481928.rgb.jpg/600x600bb.jpg,
Record,Concord Super Band,Scott Hamilton,1980,"Bop, Swing",US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/64/d1/da/64d1dacc-3ad4-d44d-ebbe-8999a2a8ddb9/00013431481928.rgb.jpg/600x600bb.jpg,
Record,Jim Hall's Three,Jim Hall's Three,1986,Jazz,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/dc/0d/ae/dc0daef8-093e-757d-2b09-90a3d0943075/13ULAIM49008.rgb.jpg/600x600bb.jpg,
Record,That Da Da Strain,Bobby Hackett,1988,Swing,US,,"""B1""",https://i.discogs.com/_FormNhnXEoYbPVcj38NVyFe9g6NQDNZ7sLuUopajxo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg5MDU4/NTEtMTUxNTU5NjA0/Mi0yNjEyLmpwZWc.jpeg,
Record,Scott Hamilton 2,Scott Hamilton,1978,"Post Bop, Swing, Cool Jazz",US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/89/69/73/89697300-dfdb-ed89-1dc3-e79be8bdd305/00888072042889.rgb.jpg/600x600bb.jpg,
Record,Live at McCabes,John Hammond,2004,Alternative Rock,Italy,,"""B1""",https://i.discogs.com/KwBJ0ZJHgWjOTuPyh_IonLQbV4do_X2L-Nqp_3mG1u4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NTc3/NTYtMTQ0NzAwMjQw/OS05OTc1LmpwZWc.jpeg,
Record,High Plains,Philip Aaberg,1985,New Age,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music/8a/be/83/mzi.tgdrlqgb.jpg/600x600bb.jpg,
Record,The Chanting Dread,Big Youth,1982,Roots Reggae,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music/7d/46/bd/mzi.iqyoznzi.jpg/600x600bb.jpg,
Record,In Concert,The Scott Hamilton Quintet,1984,Swing,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music2/v4/97/01/0a/97010a26-b3e4-c0ec-1204-a0ea00c0b563/8427328622455.jpg/600x600bb.jpg,
Record,Solar,John Abercrombie,1984,"Post Bop, Contemporary Jazz",US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music/e6/f7/4e/mzi.ebetpioz.jpg/600x600bb.jpg,
Record,"Johnny Griffith and Eddie ""Lockjaw"" Davis",Johnny Griffith,2006,Jazz,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music/v4/80/8d/10/808d104c-9772-87cd-640f-2332fde25db4/Cover.jpg/600x600bb.jpg,
Record,1930s,Big Bands,1987,Swing,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/de/af/1f/deaf1fea-c213-986b-e703-d58e4d8bfcf4/67755.jpg/600x600bb.jpg,
Record,A Hundred Years,Irving Berlin,1988,Jazz,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music/f5/c3/1c/mzi.czqggjzw.jpg/600x600bb.jpg,
Record,Arcade,John Abercrombie Quartet,1979,Contemporary Jazz,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/4b/cc/79/4bcc797a-ca54-540d-9ead-0a398adfa9fc/00602527307312.rgb.jpg/600x600bb.jpg,
Record,A Luta Continua,Big Youth,1985,Roots Reggae,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music/5e/b2/59/mzi.tmughpfk.jpg/600x600bb.jpg,
Record,M,John Abercrombie Quartet,1980,Contemporary Jazz,Germany,,"""B1""",https://lastfm.freetls.fastly.net/i/u/300x300/46b6220d518a499c94ccffac75794d29.jpg,
Record,Basic Blythe,Arthur Blythe,1988,Jazz,US,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/0f/74/ef/0f74efaa-68ca-88d0-17bb-b8c82126f60a/886446132389.jpg/600x600bb.jpg,
Record,Sargasso Sea,John Abercrombie,1976,Contemporary Jazz,Germany,,"""B1""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/98/e5/81/98e581f6-99fd-9639-ef72-f1797fea0d1d/00602517758124.rgb.jpg/600x600bb.jpg,
Record,Softly Strong,Jasmine,1987,Jazz,US,,"""B1""",https://i.discogs.com/UfdEm3b-m0fZdyOnbEFnSirGHEvgAYJPD_Kf1jTb1JU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1ODAx/NTMtMTM4NDcxMjg0/MS0zMDIyLmpwZWc.jpeg,
